,city_development_index,experience,last_new_job,training_hours,target,gender_Male,gender_Other,relevent_experience_No relevent experience,enrolled_university_Part time course,enrolled_university_no_enrollment,education_level_Phd,education_level_Undergraduate,cdi_bucket_medium_human_development,cdi_bucket_high_human_development,cdi_bucket_very_high_human_development,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Startup Company,company_type_Unknown,major_STEM
15119,0.92,14,1,122,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15120,0.527,4,2,80,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
15121,0.698,16,1,22,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
15122,0.92,21,5,41,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
15123,0.91,21,2,32,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
15124,0.836,15,1,85,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15125,0.624,8,3,31,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15129,0.925,7,2,78,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
15131,0.848,3,1,28,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15132,0.855,7,1,2,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15133,0.855,15,0,141,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15134,0.92,10,1,72,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15137,0.92,14,4,44,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15139,0.913,21,5,8,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15140,0.92,5,1,36,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
15141,0.92,21,2,46,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15142,0.91,4,1,146,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15143,0.92,21,2,12,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15144,0.855,2,1,57,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
15145,0.92,3,3,148,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
15146,0.913,21,5,80,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
15147,0.92,15,1,68,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15149,0.855,11,1,50,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15150,0.92,21,5,33,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
15151,0.884,5,1,70,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15152,0.926,9,1,145,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15154,0.624,9,0,133,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
15155,0.92,12,1,32,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15156,0.762,9,2,67,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
15157,0.884,3,5,55,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15160,0.91,21,4,146,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15163,0.8959999999999999,21,5,47,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
15164,0.92,19,5,86,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
15165,0.92,21,5,7,0.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
15166,0.939,10,1,35,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15167,0.92,16,2,24,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15168,0.92,14,5,40,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15169,0.624,10,0,37,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15170,0.913,7,1,145,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15171,0.939,6,4,52,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15172,0.847,10,1,9,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
15173,0.55,5,1,78,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
15174,0.92,21,5,18,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15176,0.6890000000000001,19,1,125,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
15178,0.624,7,1,32,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15179,0.624,11,3,34,0.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
15180,0.91,21,1,74,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15181,0.754,13,1,128,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
15183,0.624,5,0,34,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
15184,0.865,18,3,14,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15185,0.624,21,5,68,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
15187,0.843,4,0,56,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
15188,0.92,4,1,38,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
15191,0.92,7,2,67,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15192,0.743,14,5,105,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
15193,0.939,4,1,100,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
15195,0.92,5,1,73,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
15196,0.923,5,4,15,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15198,0.92,14,1,40,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
15201,0.92,11,2,34,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15202,0.924,10,1,80,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15204,0.926,5,1,18,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
15205,0.924,14,4,166,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15206,0.893,21,1,32,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
15207,0.92,15,5,198,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15208,0.855,11,2,76,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15210,0.92,12,2,47,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15211,0.698,12,1,33,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
15212,0.843,19,1,56,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15213,0.91,21,1,284,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
15215,0.887,21,3,31,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
15217,0.897,21,5,48,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15218,0.91,15,5,28,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15219,0.92,11,1,77,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15221,0.92,4,1,56,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15222,0.836,21,4,12,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15223,0.698,4,1,26,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
15225,0.624,5,1,19,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
15226,0.92,9,5,36,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
15227,0.754,3,0,127,1.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
15228,0.899,16,5,92,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
15229,0.754,7,1,158,0.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
15230,0.92,15,5,53,0.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
15231,0.939,6,1,10,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
15232,0.92,4,3,29,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15233,0.926,0,5,26,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
15234,0.92,21,5,40,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15235,0.754,9,2,29,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
15236,0.624,3,1,144,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
15237,0.92,14,2,60,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
15239,0.624,10,1,53,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
15240,0.926,6,1,57,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
15241,0.738,3,0,70,1.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
15243,0.767,11,4,84,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
15244,0.92,7,1,36,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
15246,0.698,7,1,45,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
15248,0.624,7,1,38,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15249,0.8959999999999999,16,2,34,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
15250,0.926,11,2,4,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15251,0.92,21,4,69,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15252,0.624,21,5,11,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
15255,0.92,20,1,20,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15257,0.92,4,1,109,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15258,0.624,5,1,146,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
15260,0.92,6,4,28,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15262,0.55,3,1,5,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
15265,0.92,9,1,39,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15266,0.926,18,1,18,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15267,0.579,12,2,48,1.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
15268,0.92,17,5,20,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15270,0.92,8,1,17,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
15271,0.897,10,1,5,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15273,0.92,19,1,29,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15283,0.804,10,2,36,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
15285,0.795,11,2,28,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15286,0.624,5,1,56,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
15288,0.92,10,5,21,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15289,0.624,10,4,4,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
15290,0.92,13,3,83,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15291,0.925,21,5,69,0.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
15292,0.926,10,2,33,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15294,0.895,21,5,50,0.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
15295,0.92,7,5,192,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15296,0.913,7,1,84,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15300,0.926,10,1,254,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
15301,0.89,8,5,36,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15306,0.802,8,0,18,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15311,0.698,7,1,12,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
15312,0.939,7,1,30,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
15314,0.8959999999999999,11,4,69,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
15317,0.91,15,3,15,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
15319,0.527,8,0,176,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15320,0.924,21,2,42,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15321,0.926,21,5,9,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
15325,0.92,21,1,23,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15327,0.624,2,2,34,1.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
15328,0.92,19,1,32,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15329,0.92,15,0,6,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15330,0.91,16,1,102,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15332,0.92,9,2,56,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15333,0.754,20,3,13,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
15335,0.624,7,1,72,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
15336,0.762,5,1,54,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
15337,0.92,21,5,143,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15338,0.939,16,2,34,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15339,0.878,18,5,11,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15340,0.789,6,0,25,0.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
15341,0.92,9,1,106,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
15344,0.8959999999999999,19,1,80,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15346,0.926,3,1,31,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15348,0.92,13,2,42,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15350,0.754,16,5,56,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
15351,0.913,16,2,17,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15353,0.91,17,1,61,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
15354,0.92,18,1,11,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15355,0.92,21,1,106,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
15357,0.866,16,1,58,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15359,0.789,7,1,26,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
15360,0.926,21,2,37,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
15361,0.895,21,5,20,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15364,0.92,12,2,155,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
15365,0.91,2,1,147,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
15366,0.804,20,2,188,0.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
15367,0.92,18,1,174,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
15371,0.55,3,1,67,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15372,0.624,8,2,69,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
15373,0.624,0,1,24,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
15374,0.878,21,5,36,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15375,0.92,8,0,125,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
15376,0.939,4,1,18,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
15378,0.897,9,1,17,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15379,0.91,2,1,36,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
15380,0.698,4,4,4,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
15381,0.92,21,4,102,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
15382,0.84,21,5,47,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15384,0.92,21,5,77,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15385,0.92,14,5,14,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15386,0.6659999999999999,10,1,38,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
15389,0.92,4,2,80,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
15390,0.738,10,0,48,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
15391,0.92,5,4,156,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15395,0.92,21,3,2,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15397,0.92,21,5,24,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15400,0.926,9,5,78,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15401,0.92,21,5,78,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15402,0.884,1,1,62,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15403,0.92,6,1,46,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
15404,0.762,10,4,83,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
15405,0.91,17,5,18,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
15406,0.878,4,1,124,1.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
15407,0.92,21,1,64,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15408,0.92,15,2,106,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15409,0.624,3,1,22,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
15410,0.92,21,5,29,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15411,0.92,7,4,4,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15412,0.624,0,0,128,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
15413,0.91,16,3,202,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15414,0.92,10,3,5,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15415,0.91,19,1,56,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
15416,0.92,9,5,27,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15418,0.913,21,4,78,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15420,0.926,4,4,16,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15421,0.754,6,2,105,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
15422,0.91,21,5,22,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
15427,0.624,6,2,23,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
15430,0.794,19,1,79,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15432,0.92,16,5,228,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
15433,0.91,11,1,43,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15434,0.91,6,1,9,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15437,0.926,21,5,308,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
15438,0.923,21,1,125,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15439,0.91,2,1,140,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
15442,0.624,3,3,77,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15443,0.92,21,3,7,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15444,0.92,17,5,85,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
15445,0.91,21,5,40,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15446,0.92,21,5,132,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
15447,0.92,7,5,19,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15449,0.802,11,0,86,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15451,0.884,9,3,65,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15454,0.92,10,2,21,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
15455,0.762,3,2,5,0.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
15456,0.91,3,2,3,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
15458,0.939,21,1,32,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15459,0.8270000000000001,5,1,94,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15460,0.92,16,5,7,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15462,0.887,21,1,94,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
15464,0.493,21,1,18,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15466,0.649,12,2,10,1.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
15467,0.866,15,1,24,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15468,0.6890000000000001,6,0,4,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
15469,0.624,3,1,67,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15470,0.698,3,1,4,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
15475,0.92,14,5,50,0.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
15477,0.92,21,1,6,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
15478,0.767,21,5,30,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
15479,0.939,21,1,122,0.0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
15480,0.92,14,1,5,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
15481,0.742,2,0,220,1.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
15483,0.91,9,2,28,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15486,0.624,17,1,92,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15487,0.92,13,2,22,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15491,0.91,8,1,45,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15492,0.624,21,2,43,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
15493,0.743,12,2,182,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
15495,0.624,15,3,57,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
15496,0.624,10,1,110,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
15497,0.92,7,1,3,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
15498,0.923,4,1,17,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15500,0.92,21,5,151,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15502,0.624,5,1,46,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15503,0.624,8,1,17,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15504,0.92,21,1,17,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
15505,0.848,10,1,39,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15506,0.92,9,3,182,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
15510,0.92,7,1,63,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15511,0.92,21,2,154,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15512,0.91,18,1,41,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15513,0.92,18,5,152,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15514,0.804,11,2,21,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15515,0.804,8,1,86,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15519,0.91,21,5,58,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15522,0.924,15,4,116,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15523,0.743,21,1,6,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
15524,0.92,4,4,20,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15525,0.92,21,2,20,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15526,0.92,10,2,119,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15528,0.913,21,3,10,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15532,0.92,21,5,78,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15533,0.698,9,1,166,0.0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
15534,0.92,6,1,36,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15535,0.92,21,1,28,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15536,0.92,21,5,19,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15537,0.682,9,1,66,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
15538,0.92,21,4,10,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
15539,0.91,21,5,13,0.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
15540,0.91,16,5,90,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
15541,0.887,21,5,8,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
15542,0.92,21,2,4,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
15543,0.926,5,0,106,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
